GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,CONCENFI.id,CONCENFI.display-label,YEAR.id,ESTAB,RCPTOT,VAL_PCT,PAYANN,PAYQTR1,EMP
Geographic identifier code,Id2,Geographic area name,2007 NAICS code,Meaning of 2007 NAICS code,Firm concentration code,Meaning of Firm concentration code,Year,Number of establishments,"Revenue ($1,000)","Sales, receipts, or revenue from concentration of largest firms as percent of total sales, receipts, or revenue (%)","Annual payroll ($1,000)","First-quarter payroll ($1,000)",Number of paid employees for pay period including March 12
0100000US,,United States,5311909,Lessors of other real estate property,808,8 largest firms,2007,11,238350,17.9,18690,4439,148
0100000US,,United States,5311909,Lessors of other real estate property,820,20 largest firms,2007,26,351061,26.4,33119,10406,701
0100000US,,United States,5311909,Lessors of other real estate property,850,50 largest firms,2007,60,512339,38.6,59029,16222,1418
0100000US,,United States,5312,Offices of real estate agents and brokers,001,All firms,2007,109472,84358267,100.0,15976628,3963317,355215
0100000US,,United States,5312,Offices of real estate agents and brokers,804,4 largest firms,2007,2971,9555741,11.3,2246220,582921,26923
0100000US,,United States,5312,Offices of real estate agents and brokers,808,8 largest firms,2007,3297,12559397,14.9,2651517,660883,34466
0100000US,,United States,5312,Offices of real estate agents and brokers,820,20 largest firms,2007,4050,16070579,19.1,3835639,1036918,50377
0100000US,,United States,5312,Offices of real estate agents and brokers,850,50 largest firms,2007,5059,19751673,23.4,4453872,1199324,63547
0100000US,,United States,53121,Offices of real estate agents and brokers,001,All firms,2007,109472,84358267,100.0,15976628,3963317,355215
0100000US,,United States,53121,Offices of real estate agents and brokers,804,4 largest firms,2007,2971,9555741,11.3,2246220,582921,26923
0100000US,,United States,53121,Offices of real estate agents and brokers,808,8 largest firms,2007,3297,12559397,14.9,2651517,660883,34466
0100000US,,United States,53121,Offices of real estate agents and brokers,820,20 largest firms,2007,4050,16070579,19.1,3835639,1036918,50377
0100000US,,United States,53121,Offices of real estate agents and brokers,850,50 largest firms,2007,5059,19751673,23.4,4453872,1199324,63547
0100000US,,United States,531210,Offices of real estate agents and brokers,001,All firms,2007,109472,84358267,100.0,15976628,3963317,355215
0100000US,,United States,531210,Offices of real estate agents and brokers,804,4 largest firms,2007,2971,9555741,11.3,2246220,582921,26923
0100000US,,United States,531210,Offices of real estate agents and brokers,808,8 largest firms,2007,3297,12559397,14.9,2651517,660883,34466
0100000US,,United States,531210,Offices of real estate agents and brokers,820,20 largest firms,2007,4050,16070579,19.1,3835639,1036918,50377
0100000US,,United States,531210,Offices of real estate agents and brokers,850,50 largest firms,2007,5059,19751673,23.4,4453872,1199324,63547
0100000US,,United States,5312101,Offices of residential real estate agents and brokers,001,All firms,2007,92446,64385595,100.0,9357845,2272936,270591
0100000US,,United States,5312101,Offices of residential real estate agents and brokers,804,4 largest firms,2007,1576,7083851,11.0,549688,136084,16463
0100000US,,United States,5312101,Offices of residential real estate agents and brokers,808,8 largest firms,2007,1966,9311174,14.5,964899,228644,23547
0100000US,,United States,5312101,Offices of residential real estate agents and brokers,820,20 largest firms,2007,2746,11294681,17.5,1276037,316643,30106
0100000US,,United States,5312101,Offices of residential real estate agents and brokers,850,50 largest firms,2007,3525,14317583,22.2,1736305,438185,40425
0100000US,,United States,5312109,Offices of nonresidential real estate agents and brokers,001,All firms,2007,17026,19972672,100.0,6618783,1690381,84624
0100000US,,United States,5312109,Offices of nonresidential real estate agents and brokers,804,4 largest firms,2007,1559,4855024,24.3,2313937,598269,20348
0100000US,,United States,5312109,Offices of nonresidential real estate agents and brokers,808,8 largest firms,2007,1610,5654179,28.3,2673714,732509,23718
0100000US,,United States,5312109,Offices of nonresidential real estate agents and brokers,820,20 largest firms,2007,1685,6732813,33.7,2963316,806655,26360
0100000US,,United States,5312109,Offices of nonresidential real estate agents and brokers,850,50 largest firms,2007,1806,7772043,38.9,3272827,874842,29223
0100000US,,United States,5313,Activities related to real estate,001,All firms,2007,85962,65428591,100.0,26417925,6626261,632085
0100000US,,United States,5313,Activities related to real estate,804,4 largest firms,2007,257,5126493,7.8,622890,182717,10779
0100000US,,United States,5313,Activities related to real estate,808,8 largest firms,2007,368,6516680,10.0,910367,257290,17834
0100000US,,United States,5313,Activities related to real estate,820,20 largest firms,2007,1313,9519077,14.5,2020802,654168,31982
0100000US,,United States,5313,Activities related to real estate,850,50 largest firms,2007,3320,13188657,20.2,3391833,992865,58503
0100000US,,United States,53131,Real estate property managers,001,All firms,2007,53211,44379042,100.0,20060731,4952315,516865
0100000US,,United States,53131,Real estate property managers,804,4 largest firms,2007,243,1988608,4.5,259346,71125,6338
0100000US,,United States,53131,Real estate property managers,808,8 largest firms,2007,519,3221749,7.3,670583,185413,13640
0100000US,,United States,53131,Real estate property managers,820,20 largest firms,2007,1934,5242744,11.8,1624111,454538,32645
0100000US,,United States,53131,Real estate property managers,850,50 largest firms,2007,3758,7989755,18.0,2787843,728241,57276
0100000US,,United States,531311,Residential property managers,001,All firms,2007,36058,28520826,100.0,12497394,3007113,372262
0100000US,,United States,531311,Residential property managers,804,4 largest firms,2007,226,1935628,6.8,303232,70068,9546
0100000US,,United States,531311,Residential property managers,808,8 largest firms,2007,503,2917442,10.2,515592,123004,13967
0100000US,,United States,531311,Residential property managers,820,20 largest firms,2007,1915,4544512,15.9,1170850,276695,28521
0100000US,,United States,531311,Residential property managers,850,50 largest firms,2007,3389,6531815,22.9,2117754,508019,52826
0100000US,,United States,531312,Nonresidential property managers,001,All firms,2007,17153,15858216,100.0,7563337,1945202,144603
0100000US,,United States,531312,Nonresidential property managers,804,4 largest firms,2007,586,1065180,6.7,504662,181678,6295
0100000US,,United States,531312,Nonresidential property managers,808,8 largest firms,2007,836,1630067,10.3,792717,250937,11189
0100000US,,United States,531312,Nonresidential property managers,820,20 largest firms,2007,1272,2529728,16.0,1131540,336745,15617
0100000US,,United States,531312,Nonresidential property managers,850,50 largest firms,2007,1422,3657645,23.1,1631220,478984,20676
0100000US,,United States,53132,Offices of real estate appraisers,001,All firms,2007,16211,4936940,100.0,1787699,433128,44880
0100000US,,United States,53132,Offices of real estate appraisers,804,4 largest firms,2007,40,386507,7.8,100473,26209,1841
0100000US,,United States,53132,Offices of real estate appraisers,808,8 largest firms,2007,47,544620,11.0,142651,38366,2597
0100000US,,United States,53132,Offices of real estate appraisers,820,20 largest firms,2007,117,737864,14.9,225288,56905,3868
0100000US,,United States,53132,Offices of real estate appraisers,850,50 largest firms,2007,176,986833,20.0,301526,75035,5115
0100000US,,United States,531320,Offices of real estate appraisers,001,All firms,2007,16211,4936940,100.0,1787699,433128,44880
0100000US,,United States,531320,Offices of real estate appraisers,804,4 largest firms,2007,40,386507,7.8,100473,26209,1841
0100000US,,United States,531320,Offices of real estate appraisers,808,8 largest firms,2007,47,544620,11.0,142651,38366,2597
0100000US,,United States,531320,Offices of real estate appraisers,820,20 largest firms,2007,117,737864,14.9,225288,56905,3868
0100000US,,United States,531320,Offices of real estate appraisers,850,50 largest firms,2007,176,986833,20.0,301526,75035,5115
0100000US,,United States,53139,Other activities related to real estate,001,All firms,2007,16540,16112609,100.0,4569495,1240818,70340
0100000US,,United States,53139,Other activities related to real estate,804,4 largest firms,2007,83,4196784,26.0,507212,178840,5109
0100000US,,United States,53139,Other activities related to real estate,808,8 largest firms,2007,109,5137577,31.9,793707,292348,8408
0100000US,,United States,53139,Other activities related to real estate,820,20 largest firms,2007,227,6253942,38.8,1116046,385723,12559
0100000US,,United States,53139,Other activities related to real estate,850,50 largest firms,2007,300,7460326,46.3,1415637,462575,15190
0100000US,,United States,531390,Other activities related to real estate,001,All firms,2007,16540,16112609,100.0,4569495,1240818,70340
0100000US,,United States,531390,Other activities related to real estate,804,4 largest firms,2007,83,4196784,26.0,507212,178840,5109
0100000US,,United States,531390,Other activities related to real estate,808,8 largest firms,2007,109,5137577,31.9,793707,292348,8408
0100000US,,United States,531390,Other activities related to real estate,820,20 largest firms,2007,227,6253942,38.8,1116046,385723,12559
0100000US,,United States,531390,Other activities related to real estate,850,50 largest firms,2007,300,7460326,46.3,1415637,462575,15190
0100000US,,United States,532,Rental and leasing services,001,All firms,2007,65120,121685020,100.0,21123459,5101860,630124
0100000US,,United States,532,Rental and leasing services,804,4 largest firms,2007,3437,23146100,19.0,3146406,769473,95652
0100000US,,United States,532,Rental and leasing services,808,8 largest firms,2007,9936,37364461,30.7,5408048,1347615,167470
0100000US,,United States,532,Rental and leasing services,820,20 largest firms,2007,24864,59133572,48.6,8934450,2209450,297299
0100000US,,United States,532,Rental and leasing services,850,50 largest firms,2007,28404,74217970,61.0,10792050,2675094,337162
0100000US,,United States,5321,Automotive equipment rental and leasing,001,All firms,2007,13189,44982246,100.0,6209260,1532663,190260
0100000US,,United States,5321,Automotive equipment rental and leasing,804,4 largest firms,2007,3946,21343071,47.4,3300475,806548,99635
0100000US,,United States,5321,Automotive equipment rental and leasing,808,8 largest firms,2007,6971,30710118,68.3,4395090,1077681,138652
0100000US,,United States,5321,Automotive equipment rental and leasing,820,20 largest firms,2007,7433,36388727,80.9,4849870,1203891,149995
0100000US,,United States,5321,Automotive equipment rental and leasing,850,50 largest firms,2007,7700,38260397,85.1,5083419,1263389,156064
0100000US,,United States,53211,Passenger car rental and leasing,001,All firms,2007,6888,29221928,100.0,4268503,1034951,139923
0100000US,,United States,53211,Passenger car rental and leasing,804,4 largest firms,2007,3361,19511738,66.8,3219458,777716,106214
0100000US,,United States,53211,Passenger car rental and leasing,808,8 largest firms,2007,3601,24219978,82.9,3553514,859234,115033
0100000US,,United States,53211,Passenger car rental and leasing,820,20 largest firms,2007,3794,25619608,87.7,3709302,898352,119616
0100000US,,United States,53211,Passenger car rental and leasing,850,50 largest firms,2007,3923,26595509,91.0,3829921,930454,123115
0100000US,,United States,532111,Passenger car rental,001,All firms,2007,6309,23788635,100.0,3880794,939971,132435
0100000US,,United States,532111,Passenger car rental,804,4 largest firms,2007,3361,19511738,82.0,3219458,777716,106214
0100000US,,United States,532111,Passenger car rental,808,8 largest firms,2007,3718,21396750,89.9,3470140,840009,114921
0100000US,,United States,532111,Passenger car rental,820,20 largest firms,2007,3825,21924129,92.2,3537636,857910,117633
0100000US,,United States,532111,Passenger car rental,850,50 largest firms,2007,3955,22414447,94.2,3623951,878862,120589
0100000US,,United States,532112,Passenger car leasing,001,All firms,2007,579,5433293,100.0,387709,94980,7488
0100000US,,United States,532112,Passenger car leasing,804,4 largest firms,2007,6,3457906,63.6,148753,34024,2277
0100000US,,United States,532112,Passenger car leasing,808,8 largest firms,2007,22,3995708,73.5,219569,53738,3923
0100000US,,United States,532112,Passenger car leasing,820,20 largest firms,2007,34,4443871,81.8,256461,63481,4394
0100000US,,United States,532112,Passenger car leasing,850,50 largest firms,2007,68,4856554,89.4,302180,74134,5271
0100000US,,United States,53212,"Truck, utility trailer, and RV (recreational vehicle) rental and leasing",001,All firms,2007,6301,15760318,100.0,1940757,497712,50337
0100000US,,United States,53212,"Truck, utility trailer, and RV (recreational vehicle) rental and leasing",804,4 largest firms,2007,3592,10193175,64.7,1137690,299136,31106
0100000US,,United States,53212,"Truck, utility trailer, and RV (recreational vehicle) rental and leasing",808,8 largest firms,2007,3688,11062950,70.2,1183969,315913,31849
0100000US,,United States,53212,"Truck, utility trailer, and RV (recreational vehicle) rental and leasing",820,20 largest firms,2007,3803,12021809,76.3,1298484,345286,34505
0100000US,,United States,53212,"Truck, utility trailer, and RV (recreational vehicle) rental and leasing",850,50 largest firms,2007,4035,13005709,82.5,1433333,379451,37467
0100000US,,United States,532120,"Truck, utility trailer, and RV (recreational vehicle) rental and leasing",001,All firms,2007,6301,15760318,100.0,1940757,497712,50337
0100000US,,United States,532120,"Truck, utility trailer, and RV (recreational vehicle) rental and leasing",804,4 largest firms,2007,3592,10193175,64.7,1137690,299136,31106
0100000US,,United States,532120,"Truck, utility trailer, and RV (recreational vehicle) rental and leasing",808,8 largest firms,2007,3688,11062950,70.2,1183969,315913,31849
0100000US,,United States,532120,"Truck, utility trailer, and RV (recreational vehicle) rental and leasing",820,20 largest firms,2007,3803,12021809,76.3,1298484,345286,34505
0100000US,,United States,532120,"Truck, utility trailer, and RV (recreational vehicle) rental and leasing",850,50 largest firms,2007,4035,13005709,82.5,1433333,379451,37467
0100000US,,United States,5321201,Truck rental without drivers,001,All firms,2007,2956,2850180,100.0,370696,88120,16102
0100000US,,United States,5321201,Truck rental without drivers,804,4 largest firms,2007,2117,D,75.6,D,D,j
0100000US,,United States,5321201,Truck rental without drivers,808,8 largest firms,2007,2142,2226285,78.1,230956,58265,12229
0100000US,,United States,5321201,Truck rental without drivers,820,20 largest firms,2007,2157,2359222,82.8,258206,62890,12621
0100000US,,United States,5321201,Truck rental without drivers,850,50 largest firms,2007,2194,2507538,88.0,289657,69325,13340
0100000US,,United States,5321202,Truck leasing,001,All firms,2007,3005,12650873,100.0,1519073,398196,32736
0100000US,,United States,5321202,Truck leasing,804,4 largest firms,2007,1548,8451288,66.8,949517,254804,19777
0100000US,,United States,5321202,Truck leasing,808,8 largest firms,2007,1554,9043330,71.5,970813,262046,20000
0100000US,,United States,5321202,Truck leasing,820,20 largest firms,2007,1682,9932815,78.5,1091469,292999,22888
0100000US,,United States,5321202,Truck leasing,850,50 largest firms,2007,1853,10855600,85.8,1210975,323358,25447
0100000US,,United States,5321209,Utility trailer and recreational vehicle rental and leasing,001,All firms,2007,340,259265,100.0,50988,11396,1499
0100000US,,United States,5321209,Utility trailer and recreational vehicle rental and leasing,804,4 largest firms,2007,26,74462,28.7,14329,2461,322
0100000US,,United States,5321209,Utility trailer and recreational vehicle rental and leasing,808,8 largest firms,2007,36,100041,38.6,17630,3124,378
0100000US,,United States,5321209,Utility trailer and recreational vehicle rental and leasing,820,20 largest firms,2007,49,142395,54.9,26207,5748,530
0100000US,,United States,5321209,Utility trailer and recreational vehicle rental and leasing,850,50 largest firms,2007,81,184989,71.4,33308,7290,755
0100000US,,United States,5322,Consumer goods rental,001,All firms,2007,32956,24750699,100.0,5485765,1300408,248464
0100000US,,United States,5322,Consumer goods rental,804,4 largest firms,2007,13582,10332658,41.7,2120608,525187,108349
0100000US,,United States,5322,Consumer goods rental,808,8 largest firms,2007,15710,13944369,56.3,2646917,646100,122179
0100000US,,United States,5322,Consumer goods rental,820,20 largest firms,2007,17128,15956519,64.5,3094307,751143,136655
0100000US,,United States,5322,Consumer goods rental,850,50 largest firms,2007,17844,17037809,68.8,3335058,809333,144637
0100000US,,United States,53221,Consumer electronics and appliances rental,001,All firms,2007,5376,4205836,100.0,927582,231350,28075
0100000US,,United States,53221,Consumer electronics and appliances rental,804,4 largest firms,2007,3948,D,75.9,D,D,j
0100000US,,United States,53221,Consumer electronics and appliances rental,808,8 largest firms,2007,4060,3297842,78.4,717433,181673,20587
0100000US,,United States,53221,Consumer electronics and appliances rental,820,20 largest firms,2007,4222,3474371,82.6,748312,188612,21571
0100000US,,United States,53221,Consumer electronics and appliances rental,850,50 largest firms,2007,4448,3689849,87.7,797342,200197,23210
0100000US,,United States,532210,Consumer electronics and appliances rental,001,All firms,2007,5376,4205836,100.0,927582,231350,28075
0100000US,,United States,532210,Consumer electronics and appliances rental,804,4 largest firms,2007,3948,D,75.9,D,D,j
0100000US,,United States,532210,Consumer electronics and appliances rental,808,8 largest firms,2007,4060,3297842,78.4,717433,181673,20587
0100000US,,United States,532210,Consumer electronics and appliances rental,820,20 largest firms,2007,4222,3474371,82.6,748312,188612,21571
