GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,OPTAX.id,OPTAX.display-label,CONCENFI.id,CONCENFI.display-label,YEAR.id,ESTAB,RCPTOT,VAL_PCT,PAYANN,PAYQTR1,EMP
0100000US,,United States,811113,Automotive transmission repair,A,All establishments,850,50 largest firms,2007,110,312140,11.8,82628,21059,2197
0100000US,,United States,811113,Automotive transmission repair,T,Establishments subject to federal income tax,001,All firms,2007,6158,2647220,100.0,773655,195619,24834
0100000US,,United States,811113,Automotive transmission repair,T,Establishments subject to federal income tax,804,4 largest firms,2007,20,107859,4.1,23660,6460,802
0100000US,,United States,811113,Automotive transmission repair,T,Establishments subject to federal income tax,808,8 largest firms,2007,29,142918,5.4,32844,8631,996
0100000US,,United States,811113,Automotive transmission repair,T,Establishments subject to federal income tax,820,20 largest firms,2007,51,209388,7.9,49860,12638,1373
0100000US,,United States,811113,Automotive transmission repair,T,Establishments subject to federal income tax,850,50 largest firms,2007,110,312140,11.8,82628,21059,2197
0100000US,,United States,811118,Other automotive mechanical and electrical repair and maintenance,A,All establishments,001,All firms,2007,5140,2328221,100.0,641207,157191,21857
0100000US,,United States,811118,Other automotive mechanical and electrical repair and maintenance,A,All establishments,804,4 largest firms,2007,231,213038,9.2,55072,13449,1433
0100000US,,United States,811118,Other automotive mechanical and electrical repair and maintenance,A,All establishments,808,8 largest firms,2007,291,287643,12.4,72666,17857,2107
0100000US,,United States,811118,Other automotive mechanical and electrical repair and maintenance,A,All establishments,820,20 largest firms,2007,324,379354,16.3,98776,23909,2643
0100000US,,United States,811118,Other automotive mechanical and electrical repair and maintenance,A,All establishments,850,50 largest firms,2007,396,514102,22.1,143312,34404,3634
0100000US,,United States,811118,Other automotive mechanical and electrical repair and maintenance,T,Establishments subject to federal income tax,001,All firms,2007,5140,2328221,100.0,641207,157191,21857
