GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,OPTAX.id,OPTAX.display-label,CONCENFI.id,CONCENFI.display-label,YEAR.id,ESTAB,RCPTOT,VAL_PCT,PAYANN,PAYQTR1,EMP
0100000US,,United States,42314,Motor vehicle parts (used) merchant wholesalers,00,Wholesale Trade,820,20 largest firms,2012,122,2477138,51.3,230583,56533,5318
0100000US,,United States,42314,Motor vehicle parts (used) merchant wholesalers,00,Wholesale Trade,850,50 largest firms,2012,159,2845875,58.9,273839,67158,6576
0100000US,,United States,423140,Motor vehicle parts (used) merchant wholesalers,00,Wholesale Trade,001,All firms,2012,1981,4832537,100.0,626892,154183,18342
0100000US,,United States,423140,Motor vehicle parts (used) merchant wholesalers,00,Wholesale Trade,804,4 largest firms,2012,88,1900573,39.3,168086,41983,3894
0100000US,,United States,423140,Motor vehicle parts (used) merchant wholesalers,00,Wholesale Trade,808,8 largest firms,2012,98,2128618,44.0,184493,46082,4268
0100000US,,United States,423140,Motor vehicle parts (used) merchant wholesalers,00,Wholesale Trade,820,20 largest firms,2012,122,2477138,51.3,230583,56533,5318
0100000US,,United States,423140,Motor vehicle parts (used) merchant wholesalers,00,Wholesale Trade,850,50 largest firms,2012,159,2845875,58.9,273839,67158,6576
0100000US,,United States,4232,Furniture and home furnishing merchant wholesalers,00,Wholesale Trade,001,All firms,2012,12987,87078109,100.0,7664287,1870040,145741
0100000US,,United States,4232,Furniture and home furnishing merchant wholesalers,00,Wholesale Trade,804,4 largest firms,2012,167,11404642,13.1,415829,113192,5546
0100000US,,United States,4232,Furniture and home furnishing merchant wholesalers,00,Wholesale Trade,808,8 largest firms,2012,229,15281402,17.5,512688,145443,6611
0100000US,,United States,4232,Furniture and home furnishing merchant wholesalers,00,Wholesale Trade,820,20 largest firms,2012,265,20589077,23.6,847688,238389,11479
0100000US,,United States,4232,Furniture and home furnishing merchant wholesalers,00,Wholesale Trade,850,50 largest firms,2012,595,27550894,31.6,1327250,361582,19299
0100000US,,United States,42321,Furniture merchant wholesalers,00,Wholesale Trade,001,All firms,2012,6028,38704358,100.0,3428709,832942,63566
0100000US,,United States,42321,Furniture merchant wholesalers,00,Wholesale Trade,804,4 largest firms,2012,61,6243249,16.1,163828,50831,1772
0100000US,,United States,42321,Furniture merchant wholesalers,00,Wholesale Trade,808,8 largest firms,2012,103,8634030,22.3,268329,74716,3015
0100000US,,United States,42321,Furniture merchant wholesalers,00,Wholesale Trade,820,20 largest firms,2012,296,11814967,30.5,511327,137226,6666
0100000US,,United States,42321,Furniture merchant wholesalers,00,Wholesale Trade,850,50 largest firms,2012,393,15726548,40.6,835353,214654,11619
0100000US,,United States,423210,Furniture merchant wholesalers,00,Wholesale Trade,001,All firms,2012,6028,38704358,100.0,3428709,832942,63566
0100000US,,United States,423210,Furniture merchant wholesalers,00,Wholesale Trade,804,4 largest firms,2012,61,6243249,16.1,163828,50831,1772
0100000US,,United States,423210,Furniture merchant wholesalers,00,Wholesale Trade,808,8 largest firms,2012,103,8634030,22.3,268329,74716,3015
0100000US,,United States,423210,Furniture merchant wholesalers,00,Wholesale Trade,820,20 largest firms,2012,296,11814967,30.5,511327,137226,6666
0100000US,,United States,423210,Furniture merchant wholesalers,00,Wholesale Trade,850,50 largest firms,2012,393,15726548,40.6,835353,214654,11619
0100000US,,United States,4232101,Household and lawn furniture merchant wholesalers,00,Wholesale Trade,001,All firms,2012,3581,15809366,100.0,1226001,304361,27082
0100000US,,United States,4232101,Household and lawn furniture merchant wholesalers,00,Wholesale Trade,804,4 largest firms,2012,122,2134462,13.5,81704,31176,1159
0100000US,,United States,4232101,Household and lawn furniture merchant wholesalers,00,Wholesale Trade,808,8 largest firms,2012,127,3001040,19.0,123816,41400,2108
0100000US,,United States,4232101,Household and lawn furniture merchant wholesalers,00,Wholesale Trade,820,20 largest firms,2012,159,4619358,29.2,197576,59939,3443
0100000US,,United States,4232101,Household and lawn furniture merchant wholesalers,00,Wholesale Trade,850,50 largest firms,2012,200,6828528,43.2,309384,88000,5723
0100000US,,United States,4232102,Office and business furniture merchant wholesalers,00,Wholesale Trade,001,All firms,2012,2447,22894992,100.0,2202708,528581,36484
0100000US,,United States,4232102,Office and business furniture merchant wholesalers,00,Wholesale Trade,804,4 largest firms,2012,80,5918732,25.9,144647,37871,1698
0100000US,,United States,4232102,Office and business furniture merchant wholesalers,00,Wholesale Trade,808,8 largest firms,2012,112,7827046,34.2,254063,65584,2908
0100000US,,United States,4232102,Office and business furniture merchant wholesalers,00,Wholesale Trade,820,20 largest firms,2012,205,10069995,44.0,524771,127474,6248
0100000US,,United States,4232102,Office and business furniture merchant wholesalers,00,Wholesale Trade,850,50 largest firms,2012,286,12514944,54.7,817839,198478,10777
0100000US,,United States,42322,Home furnishing merchant wholesalers,00,Wholesale Trade,001,All firms,2012,6959,48373751,100.0,4235578,1037098,82175
0100000US,,United States,42322,Home furnishing merchant wholesalers,00,Wholesale Trade,804,4 largest firms,2012,134,8559590,17.7,346227,96198,4979
0100000US,,United States,42322,Home furnishing merchant wholesalers,00,Wholesale Trade,808,8 largest firms,2012,146,10244416,21.2,503274,142067,7117
0100000US,,United States,42322,Home furnishing merchant wholesalers,00,Wholesale Trade,820,20 largest firms,2012,191,13595370,28.1,667323,186014,10074
0100000US,,United States,42322,Home furnishing merchant wholesalers,00,Wholesale Trade,850,50 largest firms,2012,367,18023419,37.3,1019320,269938,15750
0100000US,,United States,423220,Home furnishing merchant wholesalers,00,Wholesale Trade,001,All firms,2012,6959,48373751,100.0,4235578,1037098,82175
0100000US,,United States,423220,Home furnishing merchant wholesalers,00,Wholesale Trade,804,4 largest firms,2012,134,8559590,17.7,346227,96198,4979
0100000US,,United States,423220,Home furnishing merchant wholesalers,00,Wholesale Trade,808,8 largest firms,2012,146,10244416,21.2,503274,142067,7117
0100000US,,United States,423220,Home furnishing merchant wholesalers,00,Wholesale Trade,820,20 largest firms,2012,191,13595370,28.1,667323,186014,10074
0100000US,,United States,423220,Home furnishing merchant wholesalers,00,Wholesale Trade,850,50 largest firms,2012,367,18023419,37.3,1019320,269938,15750
0100000US,,United States,4232201,"Household china, glassware, and crockery merchant wholesalers",00,Wholesale Trade,001,All firms,2012,546,3137975,100.0,271522,70075,5590
0100000US,,United States,4232201,"Household china, glassware, and crockery merchant wholesalers",00,Wholesale Trade,804,4 largest firms,2012,5,909532,29.0,58980,17417,910
0100000US,,United States,4232201,"Household china, glassware, and crockery merchant wholesalers",00,Wholesale Trade,808,8 largest firms,2012,10,1271465,40.5,75677,21198,1168
0100000US,,United States,4232201,"Household china, glassware, and crockery merchant wholesalers",00,Wholesale Trade,820,20 largest firms,2012,23,1685553,53.7,111727,29825,1785
0100000US,,United States,4232201,"Household china, glassware, and crockery merchant wholesalers",00,Wholesale Trade,850,50 largest firms,2012,55,2215018,70.6,159020,42411,2667
0100000US,,United States,4232202,"Linens, domestics, draperies, and curtains merchant wholesalers",00,Wholesale Trade,001,All firms,2012,1311,9259414,100.0,752582,187005,14874
0100000US,,United States,4232202,"Linens, domestics, draperies, and curtains merchant wholesalers",00,Wholesale Trade,804,4 largest firms,2012,19,1306102,14.1,100499,28057,1695
0100000US,,United States,4232202,"Linens, domestics, draperies, and curtains merchant wholesalers",00,Wholesale Trade,808,8 largest firms,2012,23,1954706,21.1,126564,35222,1985
0100000US,,United States,4232202,"Linens, domestics, draperies, and curtains merchant wholesalers",00,Wholesale Trade,820,20 largest firms,2012,46,3407380,36.8,214069,55708,3000
0100000US,,United States,4232202,"Linens, domestics, draperies, and curtains merchant wholesalers",00,Wholesale Trade,850,50 largest firms,2012,102,5365332,57.9,332551,85938,4861
0100000US,,United States,4232203,Floor coverings merchant wholesalers,00,Wholesale Trade,001,All firms,2012,3088,22765357,100.0,2012730,487606,38122
0100000US,,United States,4232203,Floor coverings merchant wholesalers,00,Wholesale Trade,804,4 largest firms,2012,114,8186631,36.0,329663,89706,4690
0100000US,,United States,4232203,Floor coverings merchant wholesalers,00,Wholesale Trade,808,8 largest firms,2012,212,8865504,38.9,398117,105657,5982
0100000US,,United States,4232203,Floor coverings merchant wholesalers,00,Wholesale Trade,820,20 largest firms,2012,295,10380576,45.6,552435,140876,8476
0100000US,,United States,4232203,Floor coverings merchant wholesalers,00,Wholesale Trade,850,50 largest firms,2012,473,12697924,55.8,801227,200961,12569
0100000US,,United States,4232204,Other home furnishings merchant wholesalers,00,Wholesale Trade,001,All firms,2012,2014,13211005,100.0,1198744,292412,23589
0100000US,,United States,4232204,Other home furnishings merchant wholesalers,00,Wholesale Trade,804,4 largest firms,2012,11,1622348,12.3,126099,35417,1572
0100000US,,United States,4232204,Other home furnishings merchant wholesalers,00,Wholesale Trade,808,8 largest firms,2012,17,2811444,21.3,167243,48275,2451
0100000US,,United States,4232204,Other home furnishings merchant wholesalers,00,Wholesale Trade,820,20 largest firms,2012,57,4513731,34.2,305019,81491,4881
0100000US,,United States,4232204,Other home furnishings merchant wholesalers,00,Wholesale Trade,850,50 largest firms,2012,96,6831051,51.7,470503,121986,7410
0100000US,,United States,4233,Lumber and other construction materials merchant wholesalers,00,Wholesale Trade,001,All firms,2012,16747,135688498,100.0,9610739,2265618,190431
0100000US,,United States,4233,Lumber and other construction materials merchant wholesalers,00,Wholesale Trade,804,4 largest firms,2012,682,15844602,11.7,459196,104019,8032
0100000US,,United States,4233,Lumber and other construction materials merchant wholesalers,00,Wholesale Trade,808,8 largest firms,2012,1079,24504106,18.1,836697,202153,15189
0100000US,,United States,4233,Lumber and other construction materials merchant wholesalers,00,Wholesale Trade,820,20 largest firms,2012,2164,42909655,31.6,1712234,407530,30510
0100000US,,United States,4233,Lumber and other construction materials merchant wholesalers,00,Wholesale Trade,850,50 largest firms,2012,3077,60592590,44.7,2407031,571777,41859
0100000US,,United States,42331,"Lumber, plywood, millwork, and wood panel merchant wholesalers",00,Wholesale Trade,001,All firms,2012,7234,68809835,100.0,4725771,1123323,96592
0100000US,,United States,42331,"Lumber, plywood, millwork, and wood panel merchant wholesalers",00,Wholesale Trade,804,4 largest firms,2012,328,8975688,13.0,426809,106524,7694
0100000US,,United States,42331,"Lumber, plywood, millwork, and wood panel merchant wholesalers",00,Wholesale Trade,808,8 largest firms,2012,484,15984437,23.2,634104,157387,11431
0100000US,,United States,42331,"Lumber, plywood, millwork, and wood panel merchant wholesalers",00,Wholesale Trade,820,20 largest firms,2012,632,23248373,33.8,842610,205612,15113
0100000US,,United States,42331,"Lumber, plywood, millwork, and wood panel merchant wholesalers",00,Wholesale Trade,850,50 largest firms,2012,1029,31696643,46.1,1330543,322953,23853
0100000US,,United States,423310,"Lumber, plywood, millwork, and wood panel merchant wholesalers",00,Wholesale Trade,001,All firms,2012,7234,68809835,100.0,4725771,1123323,96592
0100000US,,United States,423310,"Lumber, plywood, millwork, and wood panel merchant wholesalers",00,Wholesale Trade,804,4 largest firms,2012,328,8975688,13.0,426809,106524,7694
0100000US,,United States,423310,"Lumber, plywood, millwork, and wood panel merchant wholesalers",00,Wholesale Trade,808,8 largest firms,2012,484,15984437,23.2,634104,157387,11431
0100000US,,United States,423310,"Lumber, plywood, millwork, and wood panel merchant wholesalers",00,Wholesale Trade,820,20 largest firms,2012,632,23248373,33.8,842610,205612,15113
0100000US,,United States,423310,"Lumber, plywood, millwork, and wood panel merchant wholesalers",00,Wholesale Trade,850,50 largest firms,2012,1029,31696643,46.1,1330543,322953,23853
0100000US,,United States,4233101,Lumber without yard merchant wholesalers,00,Wholesale Trade,001,All firms,2012,1411,15279818,100.0,583773,139441,10949
0100000US,,United States,4233101,Lumber without yard merchant wholesalers,00,Wholesale Trade,804,4 largest firms,2012,21,5824692,38.1,69860,16696,659
0100000US,,United States,4233101,Lumber without yard merchant wholesalers,00,Wholesale Trade,808,8 largest firms,2012,31,7267390,47.6,91532,21929,946
0100000US,,United States,4233101,Lumber without yard merchant wholesalers,00,Wholesale Trade,820,20 largest firms,2012,102,9014673,59.0,185690,45182,2509
0100000US,,United States,4233101,Lumber without yard merchant wholesalers,00,Wholesale Trade,850,50 largest firms,2012,156,10511664,68.8,260061,63011,3741
0100000US,,United States,4233102,Lumber with yard merchant wholesalers,00,Wholesale Trade,001,All firms,2012,1042,13952621,100.0,889866,206436,18590
0100000US,,United States,4233102,Lumber with yard merchant wholesalers,00,Wholesale Trade,804,4 largest firms,2012,66,2615499,18.7,103657,25429,1844
0100000US,,United States,4233102,Lumber with yard merchant wholesalers,00,Wholesale Trade,808,8 largest firms,2012,88,3700264,26.5,138283,33240,2408
0100000US,,United States,4233102,Lumber with yard merchant wholesalers,00,Wholesale Trade,820,20 largest firms,2012,159,5872398,42.1,237758,57442,4287
0100000US,,United States,4233102,Lumber with yard merchant wholesalers,00,Wholesale Trade,850,50 largest firms,2012,224,8099541,58.1,348947,82558,6376
0100000US,,United States,4233103,"Plywood, veneer, millwork, and wood panel merchant wholesalers",00,Wholesale Trade,001,All firms,2012,4781,39577396,100.0,3252132,777446,67053
0100000US,,United States,4233103,"Plywood, veneer, millwork, and wood panel merchant wholesalers",00,Wholesale Trade,804,4 largest firms,2012,182,7107881,18.0,278442,71442,5047
0100000US,,United States,4233103,"Plywood, veneer, millwork, and wood panel merchant wholesalers",00,Wholesale Trade,808,8 largest firms,2012,420,10527197,26.6,536766,132493,10178
0100000US,,United States,4233103,"Plywood, veneer, millwork, and wood panel merchant wholesalers",00,Wholesale Trade,820,20 largest firms,2012,648,15365589,38.8,795079,195724,14588
