GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,CONCENFI.id,CONCENFI.display-label,YEAR.id,ESTAB,RCPTOT,VAL_PCT,PAYANN,PAYQTR1,EMP
Geographic identifier code,Id2,Geographic area name,2012 NAICS code,Meaning of 2012 NAICS code,Firm concentration code,Meaning of Firm concentration code,Year,Number of establishments,"Sales ($1,000)",Sales of largest firms as percent of total sales (%),"Annual payroll ($1,000)","First-quarter payroll ($1,000)",Number of paid employees for pay period including March 12
0100000US,,United States,721310,Rooming and boarding houses,820,20 largest firms,2012,113,523957,38.9,73251,17307,2563
0100000US,,United States,721310,Rooming and boarding houses,850,50 largest firms,2012,167,654888,48.6,97094,22906,3620
0100000US,,United States,722,Food services and drinking places,001,All firms,2012,598656,512280210,100.0,145982682,35226022,10057608
0100000US,,United States,722,Food services and drinking places,804,4 largest firms,2012,21905,32408485,6.3,9401841,2343120,503446
0100000US,,United States,722,Food services and drinking places,808,8 largest firms,2012,30124,50634772,9.9,15076196,3828523,841928
0100000US,,United States,722,Food services and drinking places,820,20 largest firms,2012,40200,73189893,14.3,21792502,5511612,1251036
0100000US,,United States,722,Food services and drinking places,850,50 largest firms,2012,53546,98688064,19.3,29409454,7432830,1751599
0100000US,,United States,7223,Special food services,001,All firms,2012,38974,45212208,100.0,12734406,3027922,659825
0100000US,,United States,7223,Special food services,804,4 largest firms,2012,17743,24682145,54.6,6831134,1709763,330751
0100000US,,United States,7223,Special food services,808,8 largest firms,2012,18110,27903396,61.7,7611947,1885247,375133
0100000US,,United States,7223,Special food services,820,20 largest firms,2012,19162,30800069,68.1,8490283,2091872,415258
0100000US,,United States,7223,Special food services,850,50 largest firms,2012,20720,32696668,72.3,9017372,2223328,446338
0100000US,,United States,72231,Food service contractors,001,All firms,2012,25857,37009096,100.0,10334974,2538647,518939
0100000US,,United States,72231,Food service contractors,804,4 largest firms,2012,17738,24656338,66.6,6822434,1708136,329940
0100000US,,United States,72231,Food service contractors,808,8 largest firms,2012,18098,27828693,75.2,7587019,1880295,373377
0100000US,,United States,72231,Food service contractors,820,20 largest firms,2012,19140,30715315,83.0,8462539,2086270,413376
0100000US,,United States,72231,Food service contractors,850,50 largest firms,2012,20691,32583313,88.0,8979993,2216440,443880
0100000US,,United States,722310,Food service contractors,001,All firms,2012,25857,37009096,100.0,10334974,2538647,518939
0100000US,,United States,722310,Food service contractors,804,4 largest firms,2012,17738,24656338,66.6,6822434,1708136,329940
0100000US,,United States,722310,Food service contractors,808,8 largest firms,2012,18098,27828693,75.2,7587019,1880295,373377
0100000US,,United States,722310,Food service contractors,820,20 largest firms,2012,19140,30715315,83.0,8462539,2086270,413376
0100000US,,United States,722310,Food service contractors,850,50 largest firms,2012,20691,32583313,88.0,8979993,2216440,443880
0100000US,,United States,72232,Caterers,001,All firms,2012,10265,7542609,100.0,2266755,463462,131894
0100000US,,United States,72232,Caterers,804,4 largest firms,2012,12,137237,1.8,41953,10311,2195
0100000US,,United States,72232,Caterers,808,8 largest firms,2012,20,252129,3.3,68445,15733,3308
0100000US,,United States,72232,Caterers,820,20 largest firms,2012,44,527625,7.0,168836,37410,7630
0100000US,,United States,72232,Caterers,850,50 largest firms,2012,109,969433,12.9,310602,63777,13109
0100000US,,United States,722320,Caterers,001,All firms,2012,10265,7542609,100.0,2266755,463462,131894
0100000US,,United States,722320,Caterers,804,4 largest firms,2012,12,137237,1.8,41953,10311,2195
0100000US,,United States,722320,Caterers,808,8 largest firms,2012,20,252129,3.3,68445,15733,3308
0100000US,,United States,722320,Caterers,820,20 largest firms,2012,44,527625,7.0,168836,37410,7630
0100000US,,United States,722320,Caterers,850,50 largest firms,2012,109,969433,12.9,310602,63777,13109
0100000US,,United States,72233,Mobile food services,001,All firms,2012,2852,660503,100.0,132677,25813,8992
0100000US,,United States,72233,Mobile food services,804,4 largest firms,2012,5,44896,6.8,5644,1114,265
0100000US,,United States,72233,Mobile food services,808,8 largest firms,2012,9,69869,10.6,12746,2219,772
0100000US,,United States,72233,Mobile food services,820,20 largest firms,2012,24,112930,17.1,20322,3823,1247
0100000US,,United States,72233,Mobile food services,850,50 largest firms,2012,57,182478,27.6,36761,7033,1905
0100000US,,United States,722330,Mobile food services,001,All firms,2012,2852,660503,100.0,132677,25813,8992
0100000US,,United States,722330,Mobile food services,804,4 largest firms,2012,5,44896,6.8,5644,1114,265
0100000US,,United States,722330,Mobile food services,808,8 largest firms,2012,9,69869,10.6,12746,2219,772
0100000US,,United States,722330,Mobile food services,820,20 largest firms,2012,24,112930,17.1,20322,3823,1247
0100000US,,United States,722330,Mobile food services,850,50 largest firms,2012,57,182478,27.6,36761,7033,1905
0100000US,,United States,7224,Drinking places (alcoholic beverages),001,All firms,2012,41774,19725909,100.0,4698636,1144602,356512
0100000US,,United States,7224,Drinking places (alcoholic beverages),804,4 largest firms,2012,232,484743,2.5,107662,27726,5979
0100000US,,United States,7224,Drinking places (alcoholic beverages),808,8 largest firms,2012,309,709313,3.6,149970,37609,8247
0100000US,,United States,7224,Drinking places (alcoholic beverages),820,20 largest firms,2012,393,1097152,5.6,254862,63587,13310
0100000US,,United States,7224,Drinking places (alcoholic beverages),850,50 largest firms,2012,503,1618142,8.2,391994,97152,19180
0100000US,,United States,72241,Drinking places (alcoholic beverages),001,All firms,2012,41774,19725909,100.0,4698636,1144602,356512
0100000US,,United States,72241,Drinking places (alcoholic beverages),804,4 largest firms,2012,232,484743,2.5,107662,27726,5979
0100000US,,United States,72241,Drinking places (alcoholic beverages),808,8 largest firms,2012,309,709313,3.6,149970,37609,8247
0100000US,,United States,72241,Drinking places (alcoholic beverages),820,20 largest firms,2012,393,1097152,5.6,254862,63587,13310
0100000US,,United States,72241,Drinking places (alcoholic beverages),850,50 largest firms,2012,503,1618142,8.2,391994,97152,19180
